web-scraper-order,web-scraper-start-url,season,season-href,anime,anime-href,name,score,rank,popularity,members,season_repeat,type,studio
1648532573-1862,https://myanimelist.net/anime/season/archive,Winter 2006,https://myanimelist.net/anime/season/2006/winter,Ayakashi: Japanese Classic Horror,https://myanimelist.net/anime/586/Ayakashi__Japanese_Classic_Horror,Ayakashi: Japanese Classic Horror,7.41,#1944,#2230,"65,740",Winter 2006,TV,Toei Animation
1648543709-3639,https://myanimelist.net/anime/season/archive,Spring 2016,https://myanimelist.net/anime/season/2016/spring,Asa Da yo! Kaishain,https://myanimelist.net/anime/33044/Asa_Da_yo_Kaishain,Asa Da yo! Kaishain,N/A,#15364,#12451,688,Spring 2016,TV,DLE
1648552137-4991,https://myanimelist.net/anime/season/archive,Winter 2022,https://myanimelist.net/anime/season/2022/winter,Sabiiro no Armor: Reimei,https://myanimelist.net/anime/39917/Sabiiro_no_Armor__Reimei,Sabiiro no Armor: Reimei,4.31,#12314,#7541,"4,538",Winter 2022,TV,Kigumi
1648530973-1605,https://myanimelist.net/anime/season/archive,Summer 2005,https://myanimelist.net/anime/season/2005/summer,Okusama wa Joshikousei (TV),https://myanimelist.net/anime/470/Okusama_wa_Joshikousei_TV,Okusama wa Joshikousei (TV),6.32,#7166,#3705,"25,543",Summer 2005,TV,Madhouse
1648530593-1544,https://myanimelist.net/anime/season/archive,Winter 2004,https://myanimelist.net/anime/season/2004/winter,Burn Up Scramble,https://myanimelist.net/anime/693/Burn_Up_Scramble,Burn Up Scramble,6.19,#7819,#5755,"8,880",Winter 2004,TV,AIC Spirits
1648539664-2983,https://myanimelist.net/anime/season/archive,Winter 2013,https://myanimelist.net/anime/season/2013/winter,Line Offline: Salaryman,https://myanimelist.net/anime/16906/Line_Offline__Salaryman,Line Offline: Salaryman,6.57,#5872,#9881,"1,867",Winter 2013,TV,Shogakukan Music & Digital Entertainment
1648529527-1374,https://myanimelist.net/anime/season/archive,Spring 2003,https://myanimelist.net/anime/season/2003/spring,Jikuu Boukenki Zentrix,https://myanimelist.net/anime/5129/Jikuu_Boukenki_Zentrix,Jikuu Boukenki Zentrix,6.31,#7242,#11543,961,Spring 2003,TV,null
1648547376-4237,https://myanimelist.net/anime/season/archive,Winter 2018,https://myanimelist.net/anime/season/2018/winter,M?rchen M?dchen,https://myanimelist.net/anime/35997/M%C3%A4rchen_M%C3%A4dchen,M?rchen M?dchen,5.39,#10984,#3027,"38,055",Winter 2018,TV,Hoods Entertainment
1648543403-3593,https://myanimelist.net/anime/season/archive,Summer 2016,https://myanimelist.net/anime/season/2016/summer,Amanchu!,https://myanimelist.net/anime/31771/Amanchu,Amanchu!,7.25,#2676,#1865,"87,211",Summer 2016,TV,J.C.Staff
1648527178-1004,https://myanimelist.net/anime/season/archive,Fall 1999,https://myanimelist.net/anime/season/1999/fall,Jibaku-kun,https://myanimelist.net/anime/2330/Jibaku-kun,Jibaku-kun,7.36,#2171,#5103,"12,020",Fall 1999,TV,Trans Arts
1648542939-3518,https://myanimelist.net/anime/season/archive,Fall 2016,https://myanimelist.net/anime/season/2016/fall,Soushin Shoujo Matoi,https://myanimelist.net/anime/33668/Soushin_Shoujo_Matoi,Soushin Shoujo Matoi,6.72,#5091,#3798,"24,319",Fall 2016,TV,White Fox
1648537123-2578,https://myanimelist.net/anime/season/archive,Spring 2011,https://myanimelist.net/anime/season/2011/spring,Fireball Charming,https://myanimelist.net/anime/10348/Fireball_Charming,Fireball Charming,6.78,#4815,#6079,"7,770",Spring 2011,TV,Jinnis Animation Studios
1648534115-2102,https://myanimelist.net/anime/season/archive,Spring 2008,https://myanimelist.net/anime/season/2008/spring,Leonardo Hakase to Kirin-mura no Nakama desho,https://myanimelist.net/anime/41160/Leonardo_Hakase_to_Kirin-mura_no_Nakama_desho,Leonardo Hakase to Kirin-mura no Nakama desho,N/A,#17493,#18335,88,Spring 2008,TV,null
1648535600-2340,https://myanimelist.net/anime/season/archive,Fall 2010,https://myanimelist.net/anime/season/2010/fall,Tachumaru Gekijou,https://myanimelist.net/anime/9562/Tachumaru_Gekijou,Tachumaru Gekijou,N/A,#14156,#15022,302,Fall 2010,TV,Tatsunoko Production
1648537739-2678,https://myanimelist.net/anime/season/archive,Fall 2012,https://myanimelist.net/anime/season/2012/fall,To LOVE-Ru Darkness,https://myanimelist.net/anime/13663/To_LOVE-Ru_Darkness,To LOVE-Ru Darkness,7.45,#1829,#549,"332,372",Fall 2012,TV,Xebec
1648542097-3380,https://myanimelist.net/anime/season/archive,Spring 2015,https://myanimelist.net/anime/season/2015/spring,Himitsukessha Taka no Tsume DO,https://myanimelist.net/anime/30470/Himitsukessha_Taka_no_Tsume_DO,Himitsukessha Taka no Tsume DO,N/A,#16529,#13989,399,Spring 2015,TV,DLE
1648547010-4177,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Rokuhou-dou Yotsuiro Biyori,https://myanimelist.net/anime/36513/Rokuhou-dou_Yotsuiro_Biyori,Rokuhou-dou Yotsuiro Biyori,7.62,#1277,#3572,"27,617",Spring 2018,TV,Zexcs
1648531138-1630,https://myanimelist.net/anime/season/archive,Spring 2005,https://myanimelist.net/anime/season/2005/spring,Doraemon (2005),https://myanimelist.net/anime/8687/Doraemon_2005,Doraemon (2005),7.61,#1298,#4545,"16,052",Spring 2005,TV,Shin-Ei Animation
1648525752-787,https://myanimelist.net/anime/season/archive,Summer 1995,https://myanimelist.net/anime/season/1995/summer,H2,https://myanimelist.net/anime/386/H2,H2,7.24,#2737,#5798,"8,727",Summer 1995,TV,Production Reed
1648532231-1807,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Makai Senki Disgaea,https://myanimelist.net/anime/860/Makai_Senki_Disgaea,Makai Senki Disgaea,6.73,#5059,#2878,"41,421",Spring 2006,TV,OLM
1648551951-4961,https://myanimelist.net/anime/season/archive,Spring 2022,https://myanimelist.net/anime/season,Dance Dance Danseur,https://myanimelist.net/anime/48702/Dance_Dance_Danseur,Dance Dance Danseur,N/A,N/A,#4545,"16,024",Spring 2022,TV,MAPPA
1648531985-1766,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Cofun Gal no Coffy (TV),https://myanimelist.net/anime/13503/Cofun_Gal_no_Coffy_TV,Cofun Gal no Coffy (TV),N/A,#15779,#15137,293,Spring 2006,TV,null
1648552239-5008,https://myanimelist.net/anime/season/archive,Winter 2022,https://myanimelist.net/anime/season/2022/winter,Tokyo 24-ku,https://myanimelist.net/anime/50204/Tokyo_24-ku,Tokyo 24-ku,6.63,#5561,#2756,"44,505",Winter 2022,TV,CloverWorks
1648526310-869,https://myanimelist.net/anime/season/archive,Fall 1997,https://myanimelist.net/anime/season/1997/fall,Elf wo Karu Mono-tachi II,https://myanimelist.net/anime/1046/Elf_wo_Karu_Mono-tachi_II,Elf wo Karu Mono-tachi II,7.02,#3789,#5111,"11,963",Fall 1997,TV,Group TAC
1648548175-4367,https://myanimelist.net/anime/season/archive,Summer 2019,https://myanimelist.net/anime/season/2019/summer,Araburu Kisetsu no Otome-domo yo.,https://myanimelist.net/anime/38753/Araburu_Kisetsu_no_Otome-domo_yo,Araburu Kisetsu no Otome-domo yo.,7.39,#2022,#683,"277,800",Summer 2019,TV,Lay-duce
1648545532-3937,https://myanimelist.net/anime/season/archive,Spring 2017,https://myanimelist.net/anime/season/2017/spring,Gin no Guardian,https://myanimelist.net/anime/32936/Gin_no_Guardian,Gin no Guardian,6.23,#7643,#1700,"100,723",Spring 2017,TV,Haoliners Animation League
1648548093-4353,https://myanimelist.net/anime/season/archive,Summer 2019,https://myanimelist.net/anime/season/2019/summer,Nakanohito Genome [Jikkyouchuu],https://myanimelist.net/anime/37926/Nakanohito_Genome_Jikkyouchuu,Nakanohito Genome [Jikkyouchuu],6.88,#4341,#1558,"111,721",Summer 2019,TV,SILVER LINK.
1648541144-3225,https://myanimelist.net/anime/season/archive,Winter 2014,https://myanimelist.net/anime/season/2014/winter,Toaru Hikuushi e no Koiuta,https://myanimelist.net/anime/19117/Toaru_Hikuushi_e_no_Koiuta,Toaru Hikuushi e no Koiuta,7.17,#3091,#1774,"94,086",Winter 2014,TV,TMS Entertainment
1648540627-3140,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Tenkai Knights,https://myanimelist.net/anime/23067/Tenkai_Knights,Tenkai Knights,6.38,#6885,#7826,"4,117",Spring 2014,TV,Bones
1648520522-36,https://myanimelist.net/anime/season/archive,Fall 1967,https://myanimelist.net/anime/season/1967/fall,Chibikko Kaijuu Yadamon,https://myanimelist.net/anime/8501/Chibikko_Kaijuu_Yadamon,Chibikko Kaijuu Yadamon,N/A,#15669,#14197,374,Fall 1967,TV,null
1648535461-2318,https://myanimelist.net/anime/season/archive,Winter 2009,https://myanimelist.net/anime/season/2009/winter,Viper's Creed,https://myanimelist.net/anime/5505/Vipers_Creed,Viper's Creed,6.71,#5167,#5547,"9,657",Winter 2009,TV,AIC Spirits
1648547959-4332,https://myanimelist.net/anime/season/archive,Fall 2019,https://myanimelist.net/anime/season/2019/fall,Beastars,https://myanimelist.net/anime/39195/Beastars,Beastars,7.89,#717,#214,"707,523",Fall 2019,TV,Orange
1648525897-810,https://myanimelist.net/anime/season/archive,Spring 1995,https://myanimelist.net/anime/season/1995/spring,Slayers,https://myanimelist.net/anime/534/Slayers,Slayers,7.74,#980,#1402,"128,642",Spring 1995,TV,E&G Films
1648526083-837,https://myanimelist.net/anime/season/archive,Spring 1996,https://myanimelist.net/anime/season/1996/spring,Hajime Ningen Gon,https://myanimelist.net/anime/8764/Hajime_Ningen_Gon,Hajime Ningen Gon,6.08,#8420,#12719,624,Spring 1996,TV,Studio Pierrot
1648525632-769,https://myanimelist.net/anime/season/archive,Winter 1994,https://myanimelist.net/anime/season/1994/winter,Nakazaki Tatsuya Super Gag Theater I,https://myanimelist.net/anime/51459/Nakazaki_Tatsuya_Super_Gag_Theater_I,Nakazaki Tatsuya Super Gag Theater I,N/A,#0,#0,0,Winter 1994,TV,Shin-Ei Animation
1648544852-3825,https://myanimelist.net/anime/season/archive,Summer 2017,https://myanimelist.net/anime/season/2017/summer,Yukai na Animal Bus 2nd Season,https://myanimelist.net/anime/35385/Yukai_na_Animal_Bus_2nd_Season,Yukai na Animal Bus 2nd Season,N/A,#15018,#16523,202,Summer 2017,TV,TMS Entertainment
1648532297-1818,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Aria the Natural,https://myanimelist.net/anime/962/Aria_the_Natural,Aria the Natural,8.18,#343,#2114,"71,479",Spring 2006,TV,Hal Film Maker
1648527732-1092,https://myanimelist.net/anime/season/archive,Fall 2000,https://myanimelist.net/anime/season/2000/fall,Gravitation,https://myanimelist.net/anime/243/Gravitation,Gravitation,6.96,#4015,#1563,"111,223",Fall 2000,TV,Studio Deen
1648528969-1285,https://myanimelist.net/anime/season/archive,Spring 2002,https://myanimelist.net/anime/season/2002/spring,Happy?Lesson (TV),https://myanimelist.net/anime/260/Happy%E2%98%86Lesson_TV,Happy?Lesson (TV),6.63,#5528,#3686,"25,841",Spring 2002,TV,Studio Hibari
1648528687-1240,https://myanimelist.net/anime/season/archive,Fall 2002,https://myanimelist.net/anime/season/2002/fall,Wei? Kreuz Gl?hen,https://myanimelist.net/anime/446/Wei%C3%9F_Kreuz_Gl%C3%BChen,Wei? Kreuz Gl?hen,6.56,#5915,#5570,"9,561",Fall 2002,TV,ufotable
1648521032-105,https://myanimelist.net/anime/season/archive,Fall 1971,https://myanimelist.net/anime/season/1971/fall,Genshi Shounen Ryuu,https://myanimelist.net/anime/1537/Genshi_Shounen_Ryuu,Genshi Shounen Ryuu,6.29,#7340,#9768,"1,946",Fall 1971,TV,Toei Animation
1648542699-3479,https://myanimelist.net/anime/season/archive,Winter 2015,https://myanimelist.net/anime/season/2015/winter,Ansatsu Kyoushitsu,https://myanimelist.net/anime/24833/Ansatsu_Kyoushitsu,Ansatsu Kyoushitsu,8.1,#434,#35,"1,687,891",Winter 2015,TV,Lerche
1648532015-1771,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,Shibawanko no Wa no Kokoro,https://myanimelist.net/anime/1739/Shibawanko_no_Wa_no_Kokoro,Shibawanko no Wa no Kokoro,N/A,#13738,#12659,639,Spring 2006,TV,Three-d
1648528243-1172,https://myanimelist.net/anime/season/archive,Summer 2001,https://myanimelist.net/anime/season/2001/summer,Samurai Girl Real Bout High School,https://myanimelist.net/anime/1098/Samurai_Girl_Real_Bout_High_School,Samurai Girl Real Bout High School,5.94,#9048,#5583,"9,509",Summer 2001,TV,Gonzo
1648550051-4665,https://myanimelist.net/anime/season/archive,Winter 2020,https://myanimelist.net/anime/season/2020/winter,Toaru Kagaku no Railgun T,https://myanimelist.net/anime/38481/Toaru_Kagaku_no_Railgun_T,Toaru Kagaku no Railgun T,8.2,#318,#990,"191,776",Winter 2020,TV,J.C.Staff
1648532825-1903,https://myanimelist.net/anime/season/archive,Fall 2007,https://myanimelist.net/anime/season/2007/fall,Kodomo no Jikan (TV),https://myanimelist.net/anime/2403/Kodomo_no_Jikan_TV,Kodomo no Jikan (TV),6.75,#4952,#1651,"104,112",Fall 2007,TV,Diomed?a
1648548505-4421,https://myanimelist.net/anime/season/archive,Spring 2019,https://myanimelist.net/anime/season/2019/spring,Kono Oto Tomare!,https://myanimelist.net/anime/38080/Kono_Oto_Tomare,Kono Oto Tomare!,7.91,#688,#825,"230,342",Spring 2019,TV,Platinum Vision
1648526945-968,https://myanimelist.net/anime/season/archive,Spring 1998,https://myanimelist.net/anime/season/1998/spring,Cowboy Bebop,https://myanimelist.net/anime/1/Cowboy_Bebop,Cowboy Bebop,8.76,#34,#42,"1,576,802",Spring 1998,TV,Sunrise
1648527486-1053,https://myanimelist.net/anime/season/archive,Spring 1999,https://myanimelist.net/anime/season/1999/spring,Arc the Lad,https://myanimelist.net/anime/55/Arc_the_Lad,Arc the Lad,6.51,#6167,#4651,"15,104",Spring 1999,TV,Bee Train
1648530059-1458,https://myanimelist.net/anime/season/archive,Fall 2004,https://myanimelist.net/anime/season/2004/fall,Gakuen Alice,https://myanimelist.net/anime/74/Gakuen_Alice,Gakuen Alice,7.64,#1226,#1809,"91,246",Fall 2004,TV,Group TAC
1648549241-4537,https://myanimelist.net/anime/season/archive,Fall 2020,https://myanimelist.net/anime/season/2020/fall,Jujutsu Kaisen (TV),https://myanimelist.net/anime/40748/Jujutsu_Kaisen_TV,Jujutsu Kaisen (TV),8.7,#49,#32,"1,761,643",Fall 2020,TV,MAPPA
1648537492-2638,https://myanimelist.net/anime/season/archive,Winter 2011,https://myanimelist.net/anime/season/2011/winter,Gosick,https://myanimelist.net/anime/8425/Gosick,Gosick,8.07,#478,#357,"487,038",Winter 2011,TV,Bones
1648531459-1682,https://myanimelist.net/anime/season/archive,Fall 2006,https://myanimelist.net/anime/season/2006/fall,Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,https://myanimelist.net/anime/22651/Kero_Kero_Keroppi__Hasunoue_Town_Kiki_Ippatsu,Kero Kero Keroppi: Hasunoue Town Kiki Ippatsu!,N/A,#17159,#15437,273,Fall 2006,TV,null
1648538095-2735,https://myanimelist.net/anime/season/archive,Spring 2012,https://myanimelist.net/anime/season/2012/spring,Ninja Hattori-kun (2012),https://myanimelist.net/anime/18845/Ninja_Hattori-kun_2012,Ninja Hattori-kun (2012),6.55,#5984,#9380,"2,253",Spring 2012,TV,Shin-Ei Animation
1648520828-77,https://myanimelist.net/anime/season/archive,Spring 1969,https://myanimelist.net/anime/season/1969/spring,Dororo to Hyakkimaru,https://myanimelist.net/anime/5760/Dororo_to_Hyakkimaru,Dororo to Hyakkimaru,7.22,#2837,#4474,"16,731",Spring 1969,TV,Mushi Production
1648544619-3788,https://myanimelist.net/anime/season/archive,Fall 2017,https://myanimelist.net/anime/season/2017/fall,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,https://myanimelist.net/anime/34284/Yuuki_Yuuna_wa_Yuusha_de_Aru__Washio_Sumi_no_Shou,Yuuki Yuuna wa Yuusha de Aru: Washio Sumi no Shou,7.67,#1167,#2968,"39,391",Fall 2017,TV,Studio Gokumi
1648535071-2255,https://myanimelist.net/anime/season/archive,Summer 2009,https://myanimelist.net/anime/season/2009/summer,Needless,https://myanimelist.net/anime/6030/Needless,Needless,7.24,#2713,#1354,"134,477",Summer 2009,TV,Madhouse
1648548481-4417,https://myanimelist.net/anime/season/archive,Spring 2019,https://myanimelist.net/anime/season/2019/spring,Fairy Gone,https://myanimelist.net/anime/39063/Fairy_Gone,Fairy Gone,5.79,#9604,#1226,"152,855",Spring 2019,TV,P.A. Works
1648523742-492,https://myanimelist.net/anime/season/archive,Winter 1986,https://myanimelist.net/anime/season/1986/winter,Robotan (1986),https://myanimelist.net/anime/5223/Robotan_1986,Robotan (1986),6.13,#8174,#12417,696,Winter 1986,TV,null
1648546890-4157,https://myanimelist.net/anime/season/archive,Spring 2018,https://myanimelist.net/anime/season/2018/spring,Future Card Buddyfight Battsu: All-Star Fight,https://myanimelist.net/anime/37611/Future_Card_Buddyfight_Battsu__All-Star_Fight,Future Card Buddyfight Battsu: All-Star Fight,6.7,#5209,#9817,"1,915",Spring 2018,TV,Xebec
1648544810-3819,https://myanimelist.net/anime/season/archive,Fall 2017,https://myanimelist.net/anime/season/2017/fall,Shokugeki no Souma: San no Sara,https://myanimelist.net/anime/35788/Shokugeki_no_Souma__San_no_Sara,Shokugeki no Souma: San no Sara,8.04,#500,#150,"846,519",Fall 2017,TV,J.C.Staff
1648532177-1798,https://myanimelist.net/anime/season/archive,Spring 2006,https://myanimelist.net/anime/season/2006/spring,The Third: Aoi Hitomi no Shoujo,https://myanimelist.net/anime/944/The_Third__Aoi_Hitomi_no_Shoujo,The Third: Aoi Hitomi no Shoujo,7.32,#2330,#4115,"20,157",Spring 2006,TV,Xebec
1648539616-2975,https://myanimelist.net/anime/season/archive,Winter 2013,https://myanimelist.net/anime/season/2013/winter,Ganbare! Oden-kun,https://myanimelist.net/anime/16908/Ganbare_Oden-kun,Ganbare! Oden-kun,N/A,#16186,#15103,296,Winter 2013,TV,Kachidoki Studio
1648538841-2857,https://myanimelist.net/anime/season/archive,Fall 2013,https://myanimelist.net/anime/season/2013/fall,Nagi no Asu kara,https://myanimelist.net/anime/16067/Nagi_no_Asu_kara,Nagi no Asu kara,8.01,#551,#316,"546,740",Fall 2013,TV,P.A. Works
1648523681-483,https://myanimelist.net/anime/season/archive,Spring 1986,https://myanimelist.net/anime/season/1986/spring,Ultraman Kids no Kotowaza Monogatari,https://myanimelist.net/anime/6731/Ultraman_Kids_no_Kotowaza_Monogatari,Ultraman Kids no Kotowaza Monogatari,5.84,#9420,#12567,665,Spring 1986,TV,null
1648522642-331,https://myanimelist.net/anime/season/archive,Summer 1981,https://myanimelist.net/anime/season/1981/summer,Sengoku Majin Goushougun,https://myanimelist.net/anime/2510/Sengoku_Majin_Goushougun,Sengoku Majin Goushougun,6.53,#6115,#9080,"2,535",Summer 1981,TV,Production Reed
1648542903-3512,https://myanimelist.net/anime/season/archive,Fall 2016,https://myanimelist.net/anime/season/2016/fall,12-sai.: Chicchana Mune no Tokimeki 2nd Season,https://myanimelist.net/anime/33419/12-sai__Chicchana_Mune_no_Tokimeki_2nd_Season,12-sai.: Chicchana Mune no Tokimeki 2nd Season,6.6,#5709,#4592,"15,618",Fall 2016,TV,OLM
1648540880-3182,https://myanimelist.net/anime/season/archive,Spring 2014,https://myanimelist.net/anime/season/2014/spring,Bokura wa Minna Kawai-sou,https://myanimelist.net/anime/21405/Bokura_wa_Minna_Kawai-sou,Bokura wa Minna Kawai-sou,7.68,#1132,#516,"349,598",Spring 2014,TV,Brain's Base
1648531718-1725,https://myanimelist.net/anime/season/archive,Fall 2006,https://myanimelist.net/anime/season/2006/fall,Jigoku Shoujo Futakomori,https://myanimelist.net/anime/1594/Jigoku_Shoujo_Futakomori,Jigoku Shoujo Futakomori,7.9,#713,#1252,"149,052",Fall 2006,TV,Studio Deen
1648532436-1840,https://myanimelist.net/anime/season/archive,Winter 2006,https://myanimelist.net/anime/season/2006/winter,Play Ball 2nd,https://myanimelist.net/anime/3769/Play_Ball_2nd,Play Ball 2nd,N/A,#13293,#13294,500,Winter 2006,TV,Eiken
